CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SatisfactionScore,Churn
CUST0384,Male,0,Yes,No,66,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,55.36,3663.09,1,No
CUST0385,Male,0,No,No,62,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.25,5238.06,1,Yes
CUST0386,Female,0,No,Yes,50,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,83.2,4157.16,5,No
CUST0387,Male,1,No,No,1,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,45.64,63.5,1,Yes
CUST0388,Male,0,No,No,63,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,73.25,4617.7,5,No
CUST0389,Male,0,No,No,68,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.09,4042.46,4,No
CUST0390,Male,0,No,No,8,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,47.13,346.6,2,Yes
CUST0391,Male,0,Yes,No,1,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card,74.7,67.72,2,No
CUST0392,Male,0,Yes,Yes,33,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card,63.09,2080.53,5,No
CUST0393,Female,0,No,Yes,59,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Bank transfer,18.25,1023.31,1,No
CUST0394,Female,0,No,No,60,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card,73.16,4367.88,2,No
CUST0395,Male,0,Yes,No,30,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,57.23,1700.63,3,No
CUST0396,Female,1,Yes,No,9,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,92.69,853.17,1,No
CUST0397,Female,0,No,Yes,35,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,86.9,3027.36,5,No
CUST0398,Female,0,No,No,48,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Electronic check,32.55,1546.04,3,No
CUST0399,Female,1,Yes,No,69,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,48.98,3395.97,5,No
CUST0400,Male,1,Yes,No,48,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,51.72,2450.2,1,No
CUST0401,Female,0,Yes,Yes,2,No,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Bank transfer,26.17,10.92,4,No
CUST0402,Female,0,Yes,Yes,4,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Bank transfer,19.93,72.49,4,No
CUST0403,Male,0,Yes,No,60,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,82.62,4928.25,4,No
CUST0404,Male,0,Yes,No,25,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card,85.81,2117.06,1,No
CUST0405,Female,0,No,Yes,71,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card,75.13,5345.7,1,No
CUST0406,Female,0,Yes,Yes,4,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,87.4,367.12,3,No
CUST0407,Female,0,No,No,14,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.87,727.96,1,Yes
CUST0408,Female,1,No,No,15,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,53.48,824.38,1,Yes
CUST0409,Female,1,Yes,No,0,No,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Bank transfer,40.16,40.16,3,No
CUST0410,Female,0,No,No,15,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.08,948.63,3,Yes
CUST0411,Male,0,Yes,No,36,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,75.24,2717.65,5,No
CUST0412,Female,0,No,Yes,2,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Mailed check,18.25,25.91,2,No
CUST0413,Female,0,Yes,No,51,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,45.39,2299.94,2,No
CUST0414,Male,0,No,No,46,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Mailed check,22.91,1065.07,5,No
CUST0415,Male,0,No,No,12,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Bank transfer,25.24,268.27,4,No
CUST0416,Male,0,Yes,No,54,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,71.83,3843.8,1,Yes
CUST0417,Male,0,Yes,Yes,20,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,59.88,1210.27,3,No
CUST0418,Female,0,No,Yes,65,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,45.64,2976.36,3,No
CUST0419,Female,0,No,No,53,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,86.06,4563.91,4,No
CUST0420,Female,0,Yes,Yes,26,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.85,1772.5,3,No
CUST0421,Female,0,No,Yes,37,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.72,1891.52,4,No
CUST0422,Female,1,Yes,No,57,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Credit card,33.52,1924.25,5,No
CUST0423,Female,0,No,No,61,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer,48.3,2948.01,4,No
CUST0424,Male,0,Yes,No,45,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,77.27,3453.6,2,No
CUST0425,Female,0,No,No,10,Yes,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer,56.79,559.4,4,No
CUST0426,Male,0,Yes,No,71,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card,79.38,5652.74,5,No
CUST0427,Male,0,Yes,No,7,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Mailed check,18.49,155.97,4,No
CUST0428,Female,0,Yes,No,70,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,48.57,3393.37,5,No
CUST0429,Male,0,Yes,No,63,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card,70.86,4459.19,2,No
CUST0430,Female,0,No,No,20,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer,78.64,1569.57,1,Yes
CUST0431,Male,1,Yes,No,71,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,89.3,6345.8,5,No
CUST0432,Female,0,No,No,62,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,95.38,5901.94,1,Yes
CUST0433,Male,0,Yes,No,63,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,44.97,2775.23,5,No
CUST0434,Female,1,Yes,No,19,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.42,1038.84,4,Yes
CUST0435,Female,0,Yes,Yes,7,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Credit card,30.68,250.65,1,Yes
CUST0436,Female,1,Yes,No,57,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Mailed check,18.25,1028.0,5,No
CUST0437,Female,0,Yes,Yes,45,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card,92.02,4119.57,5,No
CUST0438,Female,0,Yes,No,30,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Electronic check,18.25,544.76,1,Yes
CUST0439,Male,0,No,No,8,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,65.56,520.73,5,No
CUST0440,Male,0,Yes,No,14,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,81.06,1154.75,1,No
CUST0441,Male,0,No,No,25,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,77.67,1942.84,2,No
CUST0442,Female,0,No,No,9,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card,74.71,656.54,3,No
CUST0443,Male,0,Yes,No,28,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,73.87,2041.99,2,No
CUST0444,Female,0,Yes,No,35,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,63.81,2250.66,1,No
CUST0445,Female,0,No,No,36,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,80.27,2901.71,4,No
CUST0446,Male,1,No,Yes,70,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,78.06,5485.41,4,No
CUST0447,Male,1,No,Yes,22,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,74.26,1614.36,3,Yes
CUST0448,Female,1,Yes,Yes,40,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,70.2,2844.77,1,Yes
CUST0449,Male,0,No,No,27,Yes,No,No service,No service,No service,No service,No service,No service,Two year,Yes,Electronic check,18.81,473.0,5,No
CUST0450,Female,0,No,No,47,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,55.96,2644.31,2,No
CUST0451,Female,0,No,No,37,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer,74.64,2723.49,2,No
CUST0452,Female,0,No,Yes,30,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,81.89,2440.89,3,No
CUST0453,Female,0,Yes,Yes,13,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,76.24,1022.34,3,Yes
CUST0454,Female,0,Yes,No,72,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer,57.56,4160.95,3,Yes
CUST0455,Male,0,No,Yes,28,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,40.43,1121.12,3,No
CUST0456,Male,0,No,No,50,Yes,No,No service,No service,No service,No service,No service,No service,One year,Yes,Electronic check,18.25,902.12,3,No
CUST0457,Female,0,Yes,No,48,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,88.54,4251.93,3,No
CUST0458,Female,0,Yes,No,42,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Bank transfer,18.25,776.78,5,No
CUST0459,Male,0,Yes,Yes,71,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer,90.28,6434.91,5,No
CUST0460,Male,1,Yes,Yes,4,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,80.44,312.64,2,No
CUST0461,Female,0,No,Yes,41,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Bank transfer,18.25,716.01,2,No
CUST0462,Male,0,No,No,6,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,64.43,389.72,3,Yes
CUST0463,Female,0,Yes,No,41,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,76.12,3111.77,2,No
CUST0464,Male,0,Yes,Yes,35,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,81.63,2831.04,3,No
CUST0465,Female,0,Yes,No,26,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Electronic check,18.25,480.45,5,No
CUST0466,Male,0,Yes,No,57,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,4518.69,4,No
CUST0467,Female,0,No,Yes,45,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,78.08,3519.73,5,No
CUST0468,Male,0,No,No,65,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.73,3084.56,1,Yes
CUST0469,Male,0,No,No,24,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Credit card,18.25,447.73,5,No
CUST0470,Female,0,Yes,Yes,72,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,55.79,3990.54,1,No
CUST0471,Male,1,No,No,26,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,87.1,2248.05,2,No
CUST0472,Female,0,No,No,0,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card,69.7,69.7,5,No
CUST0473,Male,0,No,No,41,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,58.07,2415.71,4,No
CUST0474,Female,1,Yes,No,51,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,78.11,3999.31,5,No
CUST0475,Male,0,Yes,No,24,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,58.41,1423.38,5,Yes
CUST0476,Female,0,Yes,No,53,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card,65.37,3492.95,5,No
CUST0477,Male,0,Yes,No,66,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.57,4465.68,3,Yes
CUST0478,Female,0,Yes,No,5,No,No,No service,No service,No service,No service,No service,No service,Two year,Yes,Bank transfer,27.8,139.83,5,No
CUST0479,Male,1,Yes,No,57,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,49.14,2829.39,5,No
CUST0480,Female,0,No,Yes,69,Yes,No,No service,No service,No service,No service,No service,No service,Two year,Yes,Mailed check,18.25,1279.5,4,No
CUST0481,Female,1,No,No,52,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,79.71,4164.84,1,Yes
CUST0482,Female,0,Yes,No,65,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Bank transfer,18.25,1221.73,1,No
CUST0483,Male,0,Yes,No,57,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,85.8,4882.21,4,No
CUST0484,Female,0,No,No,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.38,68.41,2,Yes
CUST0485,Male,0,No,Yes,21,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Bank transfer,18.25,389.65,5,No
CUST0486,Female,0,No,No,36,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Credit card,18.25,653.35,2,No
CUST0487,Male,1,No,Yes,19,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,83.54,1593.63,4,Yes
CUST0488,Female,0,No,No,23,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,50.34,1189.07,2,No
CUST0489,Male,1,No,No,64,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,84.34,5388.2,1,No
CUST0490,Male,0,Yes,No,64,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,85.5,5465.91,3,No
CUST0491,Female,1,Yes,No,0,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.85,60.85,2,Yes
CUST0492,Male,0,Yes,No,2,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,66.82,129.07,3,No
CUST0493,Male,0,Yes,No,45,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Credit card,18.67,801.87,2,No
CUST0494,Female,1,Yes,No,54,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,66.76,3593.44,4,No
CUST0495,Male,0,No,No,63,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,81.55,5151.4,3,No
CUST0496,Male,0,No,No,44,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,61.22,2722.43,2,No
CUST0497,Male,0,No,Yes,25,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,59.12,1454.91,4,No
CUST0498,Female,0,Yes,Yes,64,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,56.78,3610.73,1,No
CUST0499,Male,1,No,No,23,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card,56.28,1295.04,5,No
CUST0500,Female,0,No,No,34,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,94.85,3183.39,4,No
CUST0501,Male,0,Yes,No,23,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Mailed check,43.51,991.83,4,No
CUST0502,Male,0,No,Yes,27,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,39.67,1036.37,1,No
CUST0503,Male,0,Yes,No,15,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,79.59,1221.23,3,No
CUST0504,Female,0,Yes,No,58,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer,85.55,4946.51,2,No
CUST0505,Male,0,No,Yes,53,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Mailed check,18.25,1000.31,3,No
CUST0506,Male,0,Yes,No,15,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card,77.67,1187.32,4,No
CUST0507,Female,0,Yes,No,14,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,66.31,915.41,2,No
CUST0508,Male,0,No,No,10,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,83.93,817.86,5,No
CUST0509,Female,0,No,No,64,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Mailed check,24.03,1534.05,5,No
CUST0510,Female,0,Yes,No,67,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer,52.48,3514.07,2,No
CUST0511,Male,0,Yes,Yes,42,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.72,3817.16,4,No
CUST0512,Female,0,Yes,No,68,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Electronic check,18.25,1225.47,1,No
CUST0513,Male,0,No,No,12,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card,64.35,787.13,3,No
CUST0514,Female,0,Yes,No,9,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,68.64,623.07,3,Yes
CUST0515,Female,0,Yes,No,40,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,70.62,2817.99,1,No
CUST0516,Male,0,No,No,49,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,51.01,2485.25,1,Yes
CUST0517,Female,0,No,No,70,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,82.54,5774.1,5,No
CUST0518,Female,0,Yes,Yes,58,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,80.55,4655.56,1,No
CUST0519,Female,0,No,No,38,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,100.26,3811.05,2,No
CUST0520,Female,0,No,No,2,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,80.62,162.95,5,No
CUST0521,Female,0,Yes,No,6,No,No,No service,No service,No service,No service,No service,No service,One year,No,Electronic check,25.87,160.45,4,No
CUST0522,Male,1,Yes,No,48,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,65.09,3159.64,5,No
CUST0523,Female,0,No,Yes,25,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.75,2241.1,5,No
CUST0524,Male,0,Yes,No,32,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,82.2,2650.49,3,No
CUST0525,Female,0,No,No,47,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.61,3558.26,1,Yes
CUST0526,Male,0,Yes,No,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.56,45.8,2,Yes
CUST0527,Male,0,Yes,No,70,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer,81.89,5729.92,1,No
CUST0528,Female,1,Yes,No,31,Yes,No,No service,No service,No service,No service,No service,No service,One year,No,Electronic check,18.25,564.57,3,No
CUST0529,Female,0,Yes,Yes,3,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.59,268.37,1,Yes
CUST0530,Female,0,Yes,No,19,No,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Credit card,18.25,327.56,2,No
CUST0531,Male,0,Yes,Yes,35,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Mailed check,21.13,710.24,1,No
CUST0532,Female,0,No,No,31,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card,55.63,1737.62,3,No
CUST0533,Male,0,No,Yes,27,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card,52.06,1423.58,2,No
CUST0534,Male,0,No,Yes,0,No,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Credit card,23.17,23.17,1,Yes
CUST0535,Male,0,No,No,59,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Credit card,20.12,1190.18,3,No
CUST0536,Female,0,Yes,No,55,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,62.48,3451.74,3,No
CUST0537,Female,0,No,No,34,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card,53.49,1832.93,5,No
CUST0538,Male,0,Yes,No,29,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,64.37,1882.48,2,No
CUST0539,Male,0,No,No,53,No,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Credit card,18.25,950.06,2,Yes
CUST0540,Female,0,No,No,35,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,63.7,2207.56,1,Yes
CUST0541,Male,0,No,No,54,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card,78.73,4243.65,5,No
CUST0542,Female,0,No,Yes,57,Yes,No,No service,No service,No service,No service,No service,No service,Two year,No,Bank transfer,18.25,1039.9,2,No
CUST0543,Male,0,No,No,64,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,66.21,4232.6,3,No
CUST0544,Female,0,Yes,No,68,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,71.33,4812.91,2,No
CUST0545,Male,0,Yes,No,50,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,52.45,2656.93,5,No
CUST0546,Female,0,No,Yes,21,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Credit card,28.12,585.04,4,No
CUST0547,Male,0,Yes,Yes,52,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,47.18,2456.81,3,No
CUST0548,Female,0,No,Yes,35,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,91.63,3231.94,2,Yes
CUST0549,Female,0,No,No,67,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,65.27,4326.19,3,No
CUST0550,Male,0,Yes,No,35,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,46.59,1620.42,1,Yes
CUST0551,Male,0,No,Yes,51,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,37.24,1891.5,3,No
CUST0552,Female,1,No,No,52,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,85.5,4439.27,2,No
CUST0553,Male,0,No,No,49,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,50.91,2491.12,1,No
CUST0554,Female,0,No,No,40,Yes,No,No service,No service,No service,No service,No service,No service,One year,Yes,Electronic check,25.98,1068.14,1,No
CUST0555,Male,0,No,No,17,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Electronic check,18.25,323.72,1,No
CUST0556,Female,1,No,Yes,21,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.54,1920.5,4,Yes
CUST0557,Female,0,No,No,65,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer,87.65,5698.19,4,No
CUST0558,Female,0,Yes,No,20,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card,66.51,1302.21,1,No
CUST0559,Female,0,Yes,No,43,No,No,No service,No service,No service,No service,No service,No service,Two year,Yes,Mailed check,18.25,743.16,2,No
CUST0560,Female,0,No,No,46,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,86.19,3934.15,1,Yes
CUST0561,Female,0,Yes,Yes,38,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,59.1,2253.0,1,No
CUST0562,Male,1,No,No,28,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card,61.22,1714.8,3,No
CUST0563,Male,0,No,Yes,53,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,75.41,3992.53,3,No
CUST0564,Male,0,Yes,No,16,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,100.9,1607.03,3,No
CUST0565,Female,0,No,No,59,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.94,4815.69,5,Yes
CUST0566,Female,0,No,Yes,30,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer,35.26,1041.34,3,No
CUST0567,Female,0,No,No,72,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,82.97,5992.4,3,No
CUST0568,Female,0,Yes,Yes,48,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,35.37,1697.8,2,No
CUST0569,Male,0,Yes,No,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,77.73,76.51,4,No
CUST0570,Male,0,Yes,No,47,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer,79.72,3770.37,4,No
CUST0571,Female,0,No,No,13,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,63.94,860.47,4,No
CUST0572,Male,0,Yes,No,58,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.23,4996.55,5,No
CUST0573,Male,1,No,No,57,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card,75.08,4295.54,1,No
CUST0574,Female,0,Yes,No,57,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,64.72,3696.32,3,No
CUST0575,Male,1,Yes,No,50,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,94.79,4739.65,2,No
CUST0576,Female,0,No,No,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,70.39,74.48,5,No
